ens_tid,target_tfs_filename,before TSS,after TSS,tfs to plot,pval,pval_c
ENST00000654683,,27,23,10,1,0.1
ENST00000668036,,-1453,1503,10,1,0.1
ENST00000668036,,-2105,2155,10,1,0.1
ENST00000340612,,-105,155,10,1,0.1
ENST00000671538,,-493,543,10,1,0.1
ENST00000342022,,1260,-1210,10,1,0.1
ENST00000342022,,336,-286,10,1,0.1
ENST00000514642,,654,-604,10,1,0.1
ENST00000514642,,-89,139,10,1,0.1
ENST00000677219,,223,-173,10,1,0.1
ENST00000637012,,903,-853,10,1,0.1
ENST00000637012,,84,-34,10,1,0.1
ENST00000536543,,-567,617,10,1,0.1
ENST00000410048,,-61,111,10,1,0.1
ENST00000523677,,-655,705,10,1,0.1
ENST00000423420,,206,-156,10,1,0.1
ENST00000372476,,252,-202,10,1,0.1
ENST00000372470,,2328,-2278,10,1,0.1
ENST00000372470,,394,-344,10,1,0.1
ENST00000310955,,2013,-1963,10,1,0.1
ENST00000310955,,2012,-1962,10,1,0.1
ENST00000372462,,-935,985,10,1,0.1
ENST00000372462,,-1603,1653,10,1,0.1
ENST00000634258,,-417,467,10,1,0.1
ENST00000414879,,-804,854,10,1,0.1
ENST00000414879,,-1906,1956,10,1,0.1
ENST00000372407,,1285,-1235,10,1,0.1
ENST00000644195,,-1256,1306,10,1,0.1
ENST00000647503,,1116,-1066,10,1,0.1
ENST00000491846,,-65,115,10,1,0.1
ENST00000309519,,-34,84,10,1,0.1
ENST00000309519,,-1001,1051,10,1,0.1
ENST00000673836,,-1670,1720,10,1,0.1
ENST00000634670,,1498,-1448,10,1,0.1
ENST00000361745,,1349,-1299,10,1,0.1
ENST00000372290,,-1945,1995,10,1,0.1
ENST00000456170,,-398,448,10,1,0.1
ENST00000456170,,-394,444,10,1,0.1
ENST00000456170,,681,-631,10,1,0.1
ENST00000649995,,-389,439,10,1,0.1
ENST00000372247,,-1230,1280,10,1,0.1
ENST00000335497,,1564,-1514,10,1,0.1
ENST00000335497,,1562,-1512,10,1,0.1
ENST00000434068,,-2172,2222,10,1,0.1
ENST00000423289,,1420,-1370,10,1,0.1
ENST00000372207,,-189,239,10,1,0.1
ENST00000372192,,2328,-2278,10,1,0.1
ENST00000439363,,975,-925,10,1,0.1
ENST00000372183,,-7,57,10,1,0.1
ENST00000652165,,1081,-1031,10,1,0.1
ENST00000359600,,531,-481,10,1,0.1
ENST00000529892,,-1656,1706,10,1,0.1
ENST00000529892,,-1026,1076,10,1,0.1
ENST00000529892,,630,-580,10,1,0.1
ENST00000372115,,1186,-1136,10,1,0.1
ENST00000626657,,-1383,1433,10,1,0.1
ENST00000626657,,-281,331,10,1,0.1
ENST00000531612,,-627,677,10,1,0.1
ENST00000534450,,-1204,1254,10,1,0.1
ENST00000445048,,-389,439,10,1,0.1
ENST00000372025,,330,-280,10,1,0.1
ENST00000396478,,275,-225,10,1,0.1
ENST00000396478,,1835,-1785,10,1,0.1
ENST00000361297,,1386,-1336,10,1,0.1
ENST00000674079,,-174,224,10,1,0.1
ENST00000372009,,-1645,1695,10,1,0.1
ENST00000420542,,2234,-2184,10,1,0.1
ENST00000371980,,374,-324,10,1,0.1
ENST00000371992,,196,-146,10,1,0.1
ENST00000493032,,-885,935,10,1,0.1
ENST00000472889,,-421,471,10,1,0.1
ENST00000474844,,262,-212,10,1,0.1
ENST00000537428,,181,-131,10,1,0.1
ENST00000495427,,-831,881,10,1,0.1
ENST00000495427,,-1214,1264,10,1,0.1
ENST00000495427,,-1580,1630,10,1,0.1
ENST00000495427,,-1937,1987,10,1,0.1
ENST00000495427,,-2243,2293,10,1,0.1
ENST00000243167,,990,-940,10,1,0.1
ENST00000634804,,411,-361,10,1,0.1
ENST00000481882,,412,-362,10,1,0.1
ENST00000532110,,949,-899,10,1,0.1
ENST00000371946,,-1387,1437,10,1,0.1
ENST00000371946,,-1366,1416,10,1,0.1
ENST00000371946,,-1335,1385,10,1,0.1
ENST00000341183,,981,-931,10,1,0.1
ENST00000271139,,-2471,2521,10,1,0.1
ENST00000271139,,-2462,2512,10,1,0.1
ENST00000319928,,814,-764,10,1,0.1
ENST00000319928,,2003,-1953,10,1,0.1
ENST00000319928,,2116,-2066,10,1,0.1
ENST00000492233,,-1073,1123,10,1,0.1
ENST00000542495,,789,-739,10,1,0.1
ENST00000574428,,-951,1001,10,1,0.1
ENST00000564373,,-1244,1294,10,1,0.1
ENST00000564373,,-2100,2150,10,1,0.1
ENST00000674435,,2290,-2240,10,1,0.1
ENST00000371919,,-886,936,10,1,0.1
ENST00000371919,,-1850,1900,10,1,0.1
ENST00000371901,,797,-747,10,1,0.1
ENST00000294338,,133,-83,10,1,0.1
ENST00000371885,,307,-257,10,1,0.1
ENST00000683977,,396,-346,10,1,0.1
ENST00000337817,,957,-907,10,1,0.1
ENST00000450808,,-1234,1284,10,1,0.1
ENST00000533824,,1666,-1616,10,1,0.1
ENST00000438567,,-1179,1229,10,1,0.1
ENST00000438567,,-1816,1866,10,1,0.1
ENST00000396199,,433,-383,10,1,0.1
ENST00000448907,,204,-154,10,1,0.1
ENST00000650764,,348,-298,10,1,0.1
ENST00000418121,,-2267,2317,10,1,0.1
ENST00000404795,,462,-412,10,1,0.1
ENST00000404795,,1877,-1827,10,1,0.1
ENST00000262662,,-1120,1170,10,1,0.1
ENST00000612209,,-1463,1513,10,1,0.1
ENST00000525906,,-420,470,10,1,0.1
ENST00000413473,,864,-814,10,1,0.1
ENST00000371730,,-2053,2103,10,1,0.1
ENST00000625138,,-454,504,10,1,0.1
ENST00000440943,,-2263,2313,10,1,0.1
ENST00000440943,,-68,118,10,1,0.1
ENST00000440943,,387,-337,10,1,0.1
ENST00000539524,,-1285,1335,10,1,0.1
ENST00000544028,,1176,-1126,10,1,0.1
ENST00000489308,,192,-142,10,1,0.1
ENST00000484036,,-472,522,10,1,0.1
ENST00000287727,,1343,-1293,10,1,0.1
ENST00000355809,,-1196,1246,10,1,0.1
ENST00000361314,,1034,-984,10,1,0.1
ENST00000361314,,985,-935,10,1,0.1
ENST00000371538,,226,-176,10,1,0.1
ENST00000371528,,-640,690,10,1,0.1
ENST00000430330,,2097,-2047,10,1,0.1
ENST00000430330,,685,-635,10,1,0.1
ENST00000395871,,962,-912,10,1,0.1
ENST00000620347,,-1832,1882,10,1,0.1
ENST00000620347,,-615,665,10,1,0.1
ENST00000371494,,90,-40,10,1,0.1
ENST00000371494,,1070,-1020,10,1,0.1
ENST00000371494,,1837,-1787,10,1,0.1
ENST00000653217,,960,-910,10,1,0.1
ENST00000668071,,-879,929,10,1,0.1
ENST00000371399,,-1871,1921,10,1,0.1
ENST00000371399,,-386,436,10,1,0.1
ENST00000361921,,863,-813,10,1,0.1
ENST00000361921,,852,-802,10,1,0.1
ENST00000532493,,-1489,1539,10,1,0.1
ENST00000532493,,-1710,1760,10,1,0.1
ENST00000371376,,1773,-1723,10,1,0.1
ENST00000444987,,-2444,2494,10,1,0.1
ENST00000371344,,-946,996,10,1,0.1
ENST00000391366,,-1637,1687,10,1,0.1
ENST00000530059,,-2266,2316,10,1,0.1
ENST00000530059,,-1971,2021,10,1,0.1
ENST00000371330,,428,-378,10,1,0.1
ENST00000534324,,-841,891,10,1,0.1
ENST00000444533,,-2464,2514,10,1,0.1
ENST00000444533,,1657,-1607,10,1,0.1
ENST00000444533,,2240,-2190,10,1,0.1
ENST00000444533,,2357,-2307,10,1,0.1
ENST00000610401,,1608,-1558,10,1,0.1
ENST00000302250,,-1925,1975,10,1,0.1
ENST00000302250,,-851,901,10,1,0.1
ENST00000371304,,717,-667,10,1,0.1
ENST00000339553,,645,-595,10,1,0.1
ENST00000371281,,2304,-2254,10,1,0.1
ENST00000371281,,2049,-1999,10,1,0.1
ENST00000371281,,-1573,1623,10,1,0.1
ENST00000371281,,-1969,2019,10,1,0.1
ENST00000371279,,-2012,2062,10,1,0.1
ENST00000371279,,2087,-2037,10,1,0.1
ENST00000448308,,-1751,1801,10,1,0.1
ENST00000448308,,-1224,1274,10,1,0.1
ENST00000448308,,135,-85,10,1,0.1
ENST00000371274,,-1578,1628,10,1,0.1
ENST00000371276,,143,-93,10,1,0.1
ENST00000371276,,1713,-1663,10,1,0.1
ENST00000358193,,1106,-1056,10,1,0.1
ENST00000358193,,516,-466,10,1,0.1
ENST00000358193,,-2317,2367,10,1,0.1
ENST00000371269,,2266,-2216,10,1,0.1
ENST00000371268,,1040,-990,10,1,0.1
ENST00000371268,,-1640,1690,10,1,0.1
ENST00000371268,,-1652,1702,10,1,0.1
ENST00000371268,,-1727,1777,10,1,0.1
ENST00000651561,,1083,-1033,10,1,0.1
ENST00000651561,,-112,162,10,1,0.1
ENST00000371250,,-2257,2307,10,1,0.1
ENST00000361249,,1889,-1839,10,1,0.1
ENST00000361249,,1852,-1802,10,1,0.1
ENST00000371237,,-2415,2465,10,1,0.1
ENST00000371237,,-1361,1411,10,1,0.1
ENST00000371237,,-288,338,10,1,0.1
ENST00000535057,,859,-809,10,1,0.1
ENST00000535057,,2423,-2373,10,1,0.1
ENST00000414851,,2436,-2386,10,1,0.1
ENST00000421528,,-838,888,10,1,0.1
ENST00000421528,,-593,643,10,1,0.1
ENST00000456980,,-1449,1499,10,1,0.1
ENST00000426139,,1958,-1908,10,1,0.1
ENST00000426139,,1983,-1933,10,1,0.1
ENST00000371225,,-2180,2230,10,1,0.1
ENST00000371225,,-1843,1893,10,1,0.1
ENST00000371225,,-1807,1857,10,1,0.1
ENST00000371225,,-1322,1372,10,1,0.1
ENST00000622766,,-791,841,10,1,0.1
ENST00000472487,,-1992,2042,10,1,0.1
ENST00000655340,,2421,-2371,10,1,0.1
ENST00000371222,,2468,-2418,10,1,0.1
ENST00000582567,,2078,-2028,10,1,0.1
ENST00000371212,,1356,-1306,10,1,0.1
ENST00000371191,,-837,887,10,1,0.1
ENST00000371191,,-2176,2226,10,1,0.1
ENST00000476646,,571,-521,10,1,0.1
ENST00000496712,,308,-258,10,1,0.1
ENST00000482020,,-275,325,10,1,0.1
ENST00000493627,,-877,927,10,1,0.1
ENST00000371180,,-34,84,10,1,0.1
ENST00000371158,,1607,-1557,10,1,0.1
ENST00000465798,,350,-300,10,1,0.1
ENST00000465798,,115,-65,10,1,0.1
ENST00000465798,,-1318,1368,10,1,0.1
ENST00000317477,,-1475,1525,10,1,0.1
ENST00000317477,,-210,260,10,1,0.1
ENST00000371150,,-1667,1717,10,1,0.1
ENST00000371150,,2008,-1958,10,1,0.1
ENST00000354381,,-406,456,10,1,0.1
ENST00000452143,,750,-700,10,1,0.1
ENST00000635827,,1582,-1532,10,1,0.1
ENST00000251157,,-2232,2282,10,1,0.1
ENST00000371088,,-1010,1060,10,1,0.1
ENST00000371084,,1836,-1786,10,1,0.1
ENST00000371084,,1091,-1041,10,1,0.1
ENST00000608956,,-1324,1374,10,1,0.1
ENST00000371072,,-718,768,10,1,0.1
ENST00000672574,,-1850,1900,10,1,0.1
ENST00000672574,,610,-560,10,1,0.1
ENST00000672574,,2137,-2087,10,1,0.1
ENST00000672574,,2227,-2177,10,1,0.1
ENST00000671929,,-2445,2495,10,1,0.1
ENST00000672099,,-1636,1686,10,1,0.1
ENST00000545314,,1624,-1574,10,1,0.1
ENST00000327299,,182,-132,10,1,0.1
ENST00000494710,,978,-928,10,1,0.1
ENST00000344610,,-1951,2001,10,1,0.1
ENST00000528771,,1688,-1638,10,1,0.1
ENST00000528771,,188,-138,10,1,0.1
ENST00000682707,,939,-889,10,1,0.1
ENST00000487507,,-2278,2328,10,1,0.1
ENST00000304526,,-2003,2053,10,1,0.1
ENST00000304526,,-178,228,10,1,0.1
ENST00000469450,,-2219,2269,10,1,0.1
ENST00000469450,,118,-68,10,1,0.1
ENST00000464352,,1448,-1398,10,1,0.1
ENST00000464352,,1978,-1928,10,1,0.1
ENST00000401042,,-271,321,10,1,0.1
ENST00000684719,,-864,914,10,1,0.1
ENST00000425614,,212,-162,10,1,0.1
ENST00000395227,,-122,172,10,1,0.1
ENST00000262345,,2273,-2223,10,1,0.1
ENST00000648487,,-36,86,10,1,0.1
ENST00000648487,,-680,730,10,1,0.1
ENST00000370986,,638,-588,10,1,0.1
ENST00000617962,,-1275,1325,10,1,0.1
ENST00000370982,,166,-116,10,1,0.1
ENST00000370982,,672,-622,10,1,0.1
ENST00000415775,,555,-505,10,1,0.1
ENST00000370952,,-1260,1310,10,1,0.1
ENST00000370944,,-1804,1854,10,1,0.1
ENST00000460330,,-1773,1823,10,1,0.1
ENST00000254821,,-748,798,10,1,0.1
ENST00000306821,,452,-402,10,1,0.1
ENST00000395089,,1978,-1928,10,1,0.1
ENST00000370911,,-2322,2372,10,1,0.1
ENST00000370911,,-1293,1343,10,1,0.1
ENST00000370911,,-812,862,10,1,0.1
ENST00000472069,,-89,139,10,1,0.1
ENST00000472069,,-1433,1483,10,1,0.1
ENST00000326637,,-199,249,10,1,0.1
ENST00000294635,,-993,1043,10,1,0.1
ENST00000294635,,707,-657,10,1,0.1
ENST00000326665,,848,-798,10,1,0.1
ENST00000417775,,232,-182,10,1,0.1
ENST00000483990,,1201,-1151,10,1,0.1
ENST00000263187,,-2196,2246,10,1,0.1
ENST00000284142,,1370,-1320,10,1,0.1
ENST00000621530,,-478,528,10,1,0.1
ENST00000477717,,1882,-1832,10,1,0.1
ENST00000370812,,254,-204,10,1,0.1
ENST00000370812,,1321,-1271,10,1,0.1
ENST00000478255,,-1654,1704,10,1,0.1
ENST00000440324,,-2312,2362,10,1,0.1
ENST00000370758,,948,-898,10,1,0.1
ENST00000370758,,-2416,2466,10,1,0.1
ENST00000370757,,252,-202,10,1,0.1
ENST00000450498,,-898,948,10,1,0.1
ENST00000370747,,235,-185,10,1,0.1
ENST00000446486,,485,-435,10,1,0.1
ENST00000446486,,125,-75,10,1,0.1
ENST00000401034,,-87,137,10,1,0.1
ENST00000662640,,15,35,10,1,0.1
ENST00000370721,,1279,-1229,10,1,0.1
ENST00000370721,,1049,-999,10,1,0.1
ENST00000370721,,-1064,1114,10,1,0.1
ENST00000674208,,-122,172,10,1,0.1
ENST00000490879,,1998,-1948,10,1,0.1
ENST00000490879,,1064,-1014,10,1,0.1
ENST00000603677,,-2246,2296,10,1,0.1
ENST00000440886,,1300,-1250,10,1,0.1
ENST00000370611,,-1806,1856,10,1,0.1
ENST00000284027,,-576,626,10,1,0.1
ENST00000294664,,-1593,1643,10,1,0.1
ENST00000484007,,-358,408,10,1,0.1
ENST00000341460,,238,-188,10,1,0.1
ENST00000620248,,-193,243,10,1,0.1
ENST00000648566,,1451,-1401,10,1,0.1
ENST00000648566,,2182,-2132,10,1,0.1
ENST00000633113,,-1144,1194,10,1,0.1
ENST00000284031,,1602,-1552,10,1,0.1
ENST00000426972,,-26,76,10,1,0.1
ENST00000370574,,-2206,2256,10,1,0.1
ENST00000370574,,1414,-1364,10,1,0.1
ENST00000370574,,2258,-2208,10,1,0.1
ENST00000496682,,1879,-1829,10,1,0.1
ENST00000394711,,-1612,1662,10,1,0.1
ENST00000370563,,-2393,2443,10,1,0.1
ENST00000370551,,-1098,1148,10,1,0.1
ENST00000591456,,-1765,1815,10,1,0.1
ENST00000370544,,69,-19,10,1,0.1
ENST00000370542,,-1820,1870,10,1,0.1
ENST00000370513,,-1317,1367,10,1,0.1
ENST00000436111,,2094,-2044,10,1,0.1
ENST00000449189,,-1184,1234,10,1,0.1
ENST00000449189,,-1413,1463,10,1,0.1
ENST00000449189,,-1772,1822,10,1,0.1
ENST00000448623,,-1559,1609,10,1,0.1
ENST00000399794,,447,-397,10,1,0.1
ENST00000399794,,2330,-2280,10,1,0.1
ENST00000445969,,801,-751,10,1,0.1
ENST00000294671,,-2105,2155,10,1,0.1
ENST00000650452,,667,-617,10,1,0.1
ENST00000650452,,1949,-1899,10,1,0.1
ENST00000532201,,1022,-972,10,1,0.1
ENST00000414841,,531,-481,10,1,0.1
ENST00000426137,,-1662,1712,10,1,0.1
ENST00000370373,,-2110,2160,10,1,0.1
ENST00000495852,,-2172,2222,10,1,0.1
ENST00000495852,,2515,-2465,10,1,0.1
ENST00000684568,,356,-306,10,1,0.1
ENST00000370310,,-1494,1544,10,1,0.1
ENST00000615519,,2193,-2143,10,1,0.1
ENST00000370276,,-2422,2472,10,1,0.1
ENST00000370272,,615,-565,10,1,0.1
ENST00000424449,,-95,145,10,1,0.1
ENST00000370247,,-1189,1239,10,1,0.1
ENST00000370247,,298,-248,10,1,0.1
ENST00000370247,,1778,-1728,10,1,0.1
ENST00000370243,,-1349,1399,10,1,0.1
ENST00000370243,,-780,830,10,1,0.1
ENST00000370244,,2031,-1981,10,1,0.1
ENST00000536513,,1557,-1507,10,1,0.1
ENST00000536513,,2233,-2183,10,1,0.1
ENST00000649773,,-2294,2344,10,1,0.1
ENST00000370225,,1583,-1533,10,1,0.1
ENST00000446120,,2300,-2250,10,1,0.1
ENST00000446120,,1861,-1811,10,1,0.1
ENST00000532427,,-1072,1122,10,1,0.1
ENST00000532670,,1689,-1639,10,1,0.1
ENST00000532670,,1087,-1037,10,1,0.1
ENST00000532670,,-2108,2158,10,1,0.1
ENST00000370205,,875,-825,10,1,0.1
ENST00000370203,,1223,-1173,10,1,0.1
ENST00000604203,,-2410,2460,10,1,0.1
ENST00000529992,,1642,-1592,10,1,0.1
ENST00000529992,,1314,-1264,10,1,0.1
ENST00000263177,,-1177,1227,10,1,0.1
ENST00000672681,,2522,-2472,10,1,0.1
ENST00000457765,,962,-912,10,1,0.1
ENST00000615664,,-813,863,10,1,0.1
ENST00000638371,,1131,-1081,10,1,0.1
ENST00000638371,,1064,-1014,10,1,0.1
ENST00000370131,,-1474,1524,10,1,0.1
ENST00000370132,,2049,-1999,10,1,0.1
ENST00000370128,,534,-484,10,1,0.1
ENST00000370128,,497,-447,10,1,0.1
ENST00000370126,,-580,630,10,1,0.1
ENST00000370126,,-656,706,10,1,0.1
ENST00000647005,,-2289,2339,10,1,0.1
ENST00000644813,,-743,793,10,1,0.1
ENST00000315033,,61,-11,10,1,0.1
ENST00000370119,,1927,-1877,10,1,0.1
ENST00000361355,,2349,-2299,10,1,0.1
ENST00000370078,,1539,-1489,10,1,0.1
ENST00000370065,,382,-332,10,1,0.1
ENST00000529809,,155,-105,10,1,0.1
ENST00000529809,,2116,-2066,10,1,0.1
ENST00000370056,,1653,-1603,10,1,0.1
ENST00000565488,,119,-69,10,1,0.1
ENST00000370017,,2114,-2064,10,1,0.1
ENST00000445274,,933,-883,10,1,0.1
ENST00000445274,,-1981,2031,10,1,0.1
ENST00000370001,,1933,-1883,10,1,0.1
ENST00000645255,,-1517,1567,10,1,0.1
ENST00000643643,,-1494,1544,10,1,0.1
ENST00000675247,,158,-108,10,1,0.1
ENST00000676454,,-1381,1431,10,1,0.1
ENST00000633956,,-158,208,10,1,0.1
ENST00000369872,,-917,967,10,1,0.1
ENST00000430195,,-1076,1126,10,1,0.1
ENST00000531203,,179,-129,10,1,0.1
ENST00000476688,,-778,828,10,1,0.1
ENST00000369836,,462,-412,10,1,0.1
ENST00000336075,,-2089,2139,10,1,0.1
ENST00000369829,,-41,91,10,1,0.1
ENST00000527192,,1199,-1149,10,1,0.1
ENST00000649954,,-915,965,10,1,0.1
ENST00000649954,,1240,-1190,10,1,0.1
ENST00000647563,,2399,-2349,10,1,0.1
ENST00000334179,,2210,-2160,10,1,0.1
ENST00000256644,,1619,-1569,10,1,0.1
ENST00000369771,,-1103,1153,10,1,0.1
ENST00000369771,,1334,-1284,10,1,0.1
ENST00000271324,,-2422,2472,10,1,0.1
ENST00000615636,,1378,-1328,10,1,0.1
ENST00000357640,,-2301,2351,10,1,0.1
ENST00000357640,,-405,455,10,1,0.1
ENST00000528451,,273,-223,10,1,0.1
ENST00000533831,,239,-189,10,1,0.1
ENST00000533831,,-155,205,10,1,0.1
ENST00000497220,,-1483,1533,10,1,0.1
ENST00000472825,,-2422,2472,10,1,0.1
ENST00000369740,,1583,-1533,10,1,0.1
ENST00000369740,,525,-475,10,1,0.1
ENST00000422815,,-1475,1525,10,1,0.1
ENST00000422815,,-1538,1588,10,1,0.1
ENST00000430615,,-1083,1133,10,1,0.1
ENST00000430615,,-1564,1614,10,1,0.1
ENST00000430615,,-1617,1667,10,1,0.1
ENST00000430615,,-2025,2075,10,1,0.1
ENST00000369732,,-1038,1088,10,1,0.1
ENST00000369732,,-613,663,10,1,0.1
ENST00000369732,,1293,-1243,10,1,0.1
ENST00000483994,,-1897,1947,10,1,0.1
ENST00000472933,,-2096,2146,10,1,0.1
ENST00000472933,,705,-655,10,1,0.1
ENST00000472933,,710,-660,10,1,0.1
ENST00000472933,,784,-734,10,1,0.1
ENST00000472933,,2250,-2200,10,1,0.1
ENST00000241356,,310,-260,10,1,0.1
ENST00000241356,,1115,-1065,10,1,0.1
ENST00000369709,,-698,748,10,1,0.1
ENST00000527621,,-860,910,10,1,0.1
ENST00000680518,,-252,302,10,1,0.1
ENST00000315987,,-2164,2214,10,1,0.1
ENST00000271277,,1771,-1721,10,1,0.1
ENST00000271277,,1733,-1683,10,1,0.1
ENST00000441739,,-1941,1991,10,1,0.1
ENST00000369684,,-1362,1412,10,1,0.1
ENST00000443580,,-2365,2415,10,1,0.1
ENST00000443580,,-838,888,10,1,0.1
ENST00000443580,,180,-130,10,1,0.1
ENST00000538576,,-903,953,10,1,0.1
ENST00000679803,,467,-417,10,1,0.1
ENST00000679803,,1355,-1305,10,1,0.1
ENST00000538253,,1018,-968,10,1,0.1
ENST00000471267,,-1886,1936,10,1,0.1
ENST00000361587,,-1240,1290,10,1,0.1
ENST00000393300,,155,-105,10,1,0.1
ENST00000641643,,1617,-1567,10,1,0.1
ENST00000448034,,-1098,1148,10,1,0.1
ENST00000393274,,-73,123,10,1,0.1
ENST00000393276,,1119,-1069,10,1,0.1
ENST00000525132,,-2100,2150,10,1,0.1
ENST00000525878,,1607,-1557,10,1,0.1
ENST00000433172,,-604,654,10,1,0.1
ENST00000433172,,-382,432,10,1,0.1
ENST00000679806,,1137,-1087,10,1,0.1
ENST00000679806,,1175,-1125,10,1,0.1
ENST00000261448,,-492,542,10,1,0.1
ENST00000261448,,-11,61,10,1,0.1
ENST00000429731,,-37,87,10,1,0.1
ENST00000369506,,428,-378,10,1,0.1
ENST00000369503,,1686,-1636,10,1,0.1
ENST00000684484,,593,-543,10,1,0.1
ENST00000369494,,1266,-1216,10,1,0.1
ENST00000369489,,-71,121,10,1,0.1
ENST00000369487,,1741,-1691,10,1,0.1
ENST00000369487,,2232,-2182,10,1,0.1
ENST00000393203,,-1466,1516,10,1,0.1
ENST00000393203,,-2007,2057,10,1,0.1
ENST00000256652,,382,-332,10,1,0.1
ENST00000369470,,-2152,2202,10,1,0.1
ENST00000369466,,635,-585,10,1,0.1
ENST00000427271,,2123,-2073,10,1,0.1
ENST00000427271,,1260,-1210,10,1,0.1
ENST00000427271,,1239,-1189,10,1,0.1
ENST00000256649,,-300,350,10,1,0.1
ENST00000369461,,819,-769,10,1,0.1
ENST00000539893,,-486,536,10,1,0.1
ENST00000539893,,206,-156,10,1,0.1
ENST00000369458,,-2008,2058,10,1,0.1
ENST00000328189,,2243,-2193,10,1,0.1
ENST00000421535,,1711,-1661,10,1,0.1
ENST00000369448,,1553,-1503,10,1,0.1
ENST00000349139,,-1838,1888,10,1,0.1
ENST00000369426,,-2279,2329,10,1,0.1
ENST00000457318,,1913,-1863,10,1,0.1
ENST00000361035,,-2326,2376,10,1,0.1
ENST00000493622,,148,-98,10,1,0.1
ENST00000493622,,-1762,1812,10,1,0.1
ENST00000641272,,-495,545,10,1,0.1
ENST00000641811,,-1520,1570,10,1,0.1
ENST00000529945,,-1752,1802,10,1,0.1
ENST00000479408,,1872,-1822,10,1,0.1
ENST00000479408,,2236,-2186,10,1,0.1
ENST00000479408,,2311,-2261,10,1,0.1
ENST00000479408,,2335,-2285,10,1,0.1
ENST00000534536,,254,-204,10,1,0.1
ENST00000619519,,609,-559,10,1,0.1
ENST00000619519,,298,-248,10,1,0.1
ENST00000604000,,371,-321,10,1,0.1
ENST00000334513,,562,-512,10,1,0.1
ENST00000334163,,-676,726,10,1,0.1
ENST00000401557,,-2056,2106,10,1,0.1
ENST00000616463,,1154,-1104,10,1,0.1
ENST00000443667,,214,-164,10,1,0.1
ENST00000417171,,-249,299,10,1,0.1
ENST00000417171,,-2439,2489,10,1,0.1
ENST00000431239,,-389,439,10,1,0.1
ENST00000579774,,-2468,2518,10,1,0.1
ENST00000579774,,-1154,1204,10,1,0.1
ENST00000579774,,-926,976,10,1,0.1
ENST00000579774,,769,-719,10,1,0.1
ENST00000430508,,-1886,1936,10,1,0.1
ENST00000430508,,-937,987,10,1,0.1
ENST00000621517,,1551,-1501,10,1,0.1
ENST00000369235,,818,-768,10,1,0.1
ENST00000369235,,-656,706,10,1,0.1
ENST00000369235,,-743,793,10,1,0.1
ENST00000369235,,-1716,1766,10,1,0.1
ENST00000331128,,2270,-2220,10,1,0.1
ENST00000369146,,1657,-1607,10,1,0.1
ENST00000271628,,940,-890,10,1,0.1
ENST00000581312,,2278,-2228,10,1,0.1
ENST00000644704,,-96,146,10,1,0.1
ENST00000534437,,-2176,2226,10,1,0.1
ENST00000616917,,-1279,1329,10,1,0.1
ENST00000614145,,602,-552,10,1,0.1
ENST00000581066,,-1433,1483,10,1,0.1
ENST00000369049,,1954,-1904,10,1,0.1
ENST00000369039,,844,-794,10,1,0.1
ENST00000513281,,-1386,1436,10,1,0.1
ENST00000271732,,1839,-1789,10,1,0.1
ENST00000676966,,37,13,10,1,0.1
ENST00000354396,,-2317,2367,10,1,0.1
ENST00000457392,,-1092,1142,10,1,0.1
ENST00000361936,,-264,314,10,1,0.1
ENST00000650563,,556,-506,10,1,0.1
ENST00000650563,,-30,80,10,1,0.1
ENST00000361277,,436,-386,10,1,0.1
ENST00000361277,,381,-331,10,1,0.1
ENST00000602841,,-1926,1976,10,1,0.1
ENST00000368908,,-1209,1259,10,1,0.1
ENST00000466891,,1420,-1370,10,1,0.1
ENST00000295314,,1169,-1119,10,1,0.1
ENST00000640458,,653,-603,10,1,0.1
ENST00000424999,,-2058,2108,10,1,0.1
ENST00000443959,,78,-28,10,1,0.1
ENST00000455060,,-2028,2078,10,1,0.1
ENST00000424475,,-2294,2344,10,1,0.1
ENST00000424475,,-2171,2221,10,1,0.1
ENST00000427867,,76,-26,10,1,0.1
ENST00000458566,,-393,443,10,1,0.1
ENST00000290541,,-696,746,10,1,0.1
ENST00000594456,,-1633,1683,10,1,0.1
ENST00000368863,,-926,976,10,1,0.1
ENST00000427934,,209,-159,10,1,0.1
ENST00000368838,,2459,-2409,10,1,0.1
ENST00000479764,,-797,847,10,1,0.1
ENST00000582415,,-917,967,10,1,0.1
ENST00000368820,,-1656,1706,10,1,0.1
ENST00000318247,,-1202,1252,10,1,0.1
ENST00000652040,,611,-561,10,1,0.1
ENST00000652040,,2015,-1965,10,1,0.1
ENST00000454109,,-430,480,10,1,0.1
ENST00000453881,,-1611,1661,10,1,0.1
ENST00000368814,,-1092,1142,10,1,0.1
ENST00000489410,,1318,-1268,10,1,0.1
ENST00000368809,,-1631,1681,10,1,0.1
ENST00000368809,,-499,549,10,1,0.1
ENST00000368804,,375,-325,10,1,0.1
ENST00000614923,,870,-820,10,1,0.1
ENST00000316073,,-2147,2197,10,1,0.1
ENST00000316073,,-2010,2060,10,1,0.1
ENST00000316073,,-840,890,10,1,0.1
ENST00000316073,,688,-638,10,1,0.1
ENST00000368790,,1438,-1388,10,1,0.1
ENST00000368780,,1057,-1007,10,1,0.1
ENST00000368779,,1377,-1327,10,1,0.1
ENST00000368779,,654,-604,10,1,0.1
ENST00000368779,,230,-180,10,1,0.1
ENST00000368779,,86,-36,10,1,0.1
